Title,Link,Article
Starbucks doesn't want you to order at its newest store,https://www.cnn.com/2019/11/01/business/starbucks-new-pickup-location/index.html,"The coffee chain is opening ""Starbucks Pick-Up,"" a first-of-its-kind location in the United States that encourages orders from its app. The store, located near New York City's Penn Station, opens Tuesday. Plans for the store were announced in September.The new location is one answer to what Starbucks (SBUX) envisions as the third place between work and home, according to Kathryn Young, the company's vice president of urban markets. She told CNN Business that customers want ""convenience, comfort and connection"" and the pick-up store is designed specifically around the first of those. Young said the store is meant to be ""predictable and effortless"" for customers who want seamless beverage or food pick-up in their busy lives. The store is around 1,000 square feet, nearly half the size of a regular cafe's 1,800 square feet. It does not have the large seating areas or cases of food in a typical Starbucks, although a full menu will be offered. The design is also brighter and more modern than Starbucks' cozier coffee shop aesthetic. A large digital signage board will tell people the status of their order.Customers aren't required to order from Starbucks' app, but they are encouraged to do so. Baristas will still take orders, and assist customers in downloading and using the app. The digitally focused store is part of the company's goal to encourage customers to join its app-based rewards program. The number of Starbucks Rewards members grew 15% over the past year to 17.6 million, the company said in its earnings release on Wednesday. Rewards customers spend more than a typical customer. Starbucks Pick-Up will help the company ""test and learn"" the format, Young said, which it could expand to other US cities.The new format may help Starbucks prevent cannibalization, when one location takes clients from another Starbucks nearby. That's a problem in dense urban areas such as New York City. In cities with high rent costs, the company can open these lower-rent, smaller stores instead of higher-rent, larger cafes, offering a different experience while still maintaining brand loyalty. Starbucks has a variation of its pick-up store in China, which is called Starbucks Now. Customers can order ahead and pick up their drinks in a sleek store. It's similar to Luckin Coffee (LK), a rapidly growing regional rival that places heavy emphasis on digital orders and transactions. CEO Kevin Johnson said on Starbucks' earnings call this week that it's ""seeing encouraging early results"" from Starbucks Now and plans to open more of them across China's largest cities. Both Starbucks Now and Starbucks Pick-Up are part of the company's portfolio of stores that are ""tuned to different needs at different times,"" Young said. On the completely opposite end of the spectrum is Starbucks'  Roastery, its massive and glitzy destination for coffee afficionados. The world's largest Starbucks Roastery is scheduled to open in mid-November. The four-story Chicago location is 43,000 square feet and is replacing a former Crate and Barrel location on the city's Magnificent Mile."
Beer is slipping. Here's what Americans are drinking instead,https://www.cnn.com/2019/12/06/business/alcohol-trends-2019-beer-sales/index.html,"New York (CNN Business)Beer is in a bear market. Domestic brews, such as Budweiser, Coors Light and Miller Light, once dominated the US beverage market. But sales are declining while alternatives are spiking. Drinkers think beer is stale, compared to the innovative new brands and creative concepts emerging from other places, so they are craving a variety of other boozy drinks, including premium liquor, canned wine, spiked seltzers and pre-made bottled cocktails. In 2018, alcohol consumption in the United States dropped for the third-straight year, according to IWSR Drinks Market Analysis. And beer is to blame: Sales of a case of beer declined 1.5%. For the past five years, beer volume in the US declined 2.4%, the firm said. The trend doesn't appear to be reversing itself. Sales of domestic beer slipped 4.6% between October 2018 and October 2019, according to Nielsen. Microbrew and craft beers are also in a minor slump, down 0.4%, despite Big Beer companies scooping them up left and right (AnheuserBusch just purchased Craft Brew Alliance, which makes Redhook Ale).But people are still drinking — a lot. Alternative drink categories that both firms tracked have all grown. With traditional beer getting the boot, here's what people are drinking instead.Spiked seltzerPerhaps no other alcoholic drinks had more of a breakout year than White Claw because people are seeking drinks lower in sugar and calories. The spiked seltzer brand exploded over the summer and shows no signs of slowing down. Sales cracked $1.2 billion for the previous 52 weeks ending on October 5 — a nearly 200% jump in growth year over year.Although White Claw remains the United States' top-selling spiked seltzer brand, rival brands have also found success. Truly, which is produced Boston Beer (SAM), is also growing in popularity. Analysts at Guggenheim said in a recent report that Truly is driving ""more than 100% of the company's retail growth"" and is helping the company, which makes Sam Adams lager, beer-proof itself. In contrast, the company's flagship beer, Samuel Adams, sales fell 11% and its 60 Minute IPA fell 14% for a 12-week period ending on November 2, according to Guggenheim. The spiked seltzer fever has also caught on with Anheuser-Busch InBev (BUD). It has two well-established brands, Bon & Viv and the beer-and-fruit flavored Natural Light seltzer, with plans to add a third based off its Bud Light brand. Bud Light Seltzer ""falls in a spot in between our other seltzer brands,"" meaning it will be more expensive than Natural Light and cheaper than Bon & Viv. It's scheduled to launch in early 2020. Canned wineThe portability and attractive price point of canned wine has helped sparked a new trend. Nielsen reports a 73% jump in sales between October 2018 and October 2019, totaling $54 million. Seattle-based Precept Wine has helped grow the space with its line of brands, including selling its popular House Wine in a can in 2017. CEO and founder Andrew Browne told CNN Business that the idea came from its customers seeking portable wine for social events, like boating and tailgating. The company told CNN Business that its canned wines sales are doubling the industry growth average, according to data it obtained from Nielsen. It has expanded its line of canned drinks to a wine spritzer brand, called Day Drinking with country brand Little Big Town.It's mulling an expansion of flavors, including fruit flavors and sangria. Precept Wine is projecting to sell 300,000 cases of all of its canned wine brands by end of year.Growth in the sector has also attracted the attention of AB InBev. In July, the brewer bought Babe Wine, a company co-founded by popular Instagram influencer Josh ""The Fat Jewish"" Ostrovsky and brothers David Oliver Cohen and Tanner Cohen. They are the writers behind the Babe Walker @whitegrlproblem Twitter account.Babe sells its pinot grigio, rosé and red wines in cans. Terms of the purchase were not disclosed but a source close to the deal previously told CNN Business that it is AB InBev's biggest investment in wine to date.Pre-made cocktailsPopular overseas, the pre-made cocktail trend is finally hitting the states. A mix of established alcohol companies and startups are looking to enter the growing space. Sales of prepared cocktails, which includes drinks in glass, canned and plastic bottles, jumped 17% to $323 million between October 2018 and October 2019, according to Nielsen.Haus, a startup that aims to be the ""Warby Parker of alcohol,"" is one stylish direct-to-consumer brand that entered the sector this year. Haus cofounder and co-CEO Helena Price Hambrecht told CNN Business that their bottled cocktail company was created for what a new generation of drinkers want — a drink with natural ingredients and lower alcohol content.  ""They're perfect as a cocktail base or on their own, and they're designed for the generation that loves the social ritual of gathering, but wants a little less booze,"" she said of the brand's drinks that have a third of alcohol content of hard liquor. Haus sells two drinks: Citrus Flower and Bitter Clove, each costing $35 per bottle. The company declined to disclose specific sales numbers, but said it has received ""several thousand"" orders since launching in June. Premium liquorSpirits from whiskey to tequila grew for the ninth straight year in 2018, according to the Distilled Spirits Council, a national trade organization that represents distilled spirits makers in the US. The trend is still growing this year, according to Nielsen. Spirits sales grew 6% to $15 billion from October 2018 to October 2019, according to Nielsen. Tequila grew the most at 13%, whiskey was in second at nearly 8% and vodka jumped 3%.Jack Daniels-maker Brown-Forman (BFA) continued to have a strong year. In its most recent earnings report, its portfolio of super-premium American whiskeys, including Woodford Reserve, Jack Daniel's Single Barrel and Gentleman Jack and its tequila brands, led by Herradura, all had double digit percentage increases. CFO Jane Morreau said in its earnings call that the company expects to deliver another year of ""solid results."" --CNN Business' Danielle Wiener-Bronner and Paul R. La Monica contributed to this report."
McDonald's is testing out a fried chicken sandwich,https://www.cnn.com/2019/12/02/business/mcdonalds-fried-chicken-sandwich/index.html,"New York  (CNN Business)McDonald's is finally entering the fried chicken sandwich wars.  The chain is testing out a crispy chicken sandwich, made with a fried chicken filet topped with butter and crinkle-cut pickles on a potato roll. McDonald's is also testing a deluxe version, which has tomatoes, lettuce and mayo, in Knoxville, Tennessee, and Houston, Texas. The tests are taking place now through January 26. McDonald's already serves the McChicken and has tested out a number of different chicken sandwiches, but its offerings have failed to inspire the type of excitement surrounding other popular fried chicken sandwiches. The new version could be a way to bring in more customers, better compete with rivals like Popeyes and Chick-fil-A, and placate its franchise operators, which have been lobbying hard for the menu item.  Fried chicken sandwiches have been a bright spot for fast food chains, boosting sales as visits to restaurants stagnate. Popeyes capitalized on the taste for chicken sandwiches with its fried chicken sandwich, which sold out within about two weeks of its launch this summer. The chain brought the sandwich back this fall, and it has once again inspired long lines and social media buzz.Meanwhile, Chick-fil-A has been growing steadily. The chain added about 1,000 locations and nearly tripled its sales over the last decade. Ranked by annual revenue, Chick-fil-A is the fifth largest US restaurant chain after McDonald's (MCD), Starbucks (SBUX), Subway and Taco Bell — all of which have far more restaurants. That growth has threatened to eat into McDonald's profits, franchise operators have argued. ""A favorite, that our customers want, is a chicken sandwich. Unfortunately, they have to go to Chick-fil-A for it,"" the board of the National Owners Association, a group of McDonald's franchisees that formed in 2018, wrote in a July letter. ""Chick-fil-A's results demonstrate the power of chicken. Yes, we have great Chicken McNuggets and our McChicken is a very good product. But we do not compete in the premium chicken sandwich category, either grilled or crispy,"" the letter continued. Following the franchise operators' plea and the success of Popeyes' sandwich, McDonald's teased a new addition to the menu. In October, McDonald's told CNN Business that ""we are inspired by the customer demand for premium chicken sandwiches, and are working closely with our franchisees to deliver what our customers want. Stay tuned.""The new sandwiches are only being tested in Houston and Knoxville for now, but it seems that they may be sold nationwide next year.A spokesperson told CNN Business Monday that while the cities ""are getting a sneak peek, everyone else should stay tuned for what's to come in 2020."""
OPEC's plan to boost oil prices may not work,https://www.cnn.com/2019/12/12/business/opec-iea-oil-market/index.html,"Deeper production cuts by the cartel and other major producers including Russia won't be enough to prevent a global supply glut, the International Energy Agency said Thursday.Even if the countries adhere to the deal struck in Vienna and supply growth from other nations drops, there could still be a surplus of 700,000 barrels per day in the first quarter of next year, the agency said.The Paris-based International Energy Agency kept its global oil demand growth forecasts unchanged for 2019 and 2020, at 1 million and 1.2 million barrels per day respectively.""The market has done its own sums and the reaction to oil's new deal has so far been muted,"" the agency said in its monthly report for December.The forecast does not bode well for Saudi Arabia's state oil giant, Saudi Aramco, which finalized its blockbuster IPO last week and will rely on the oil price to support its stock. Saudi Aramco briefly became the world's first $2 trillion company on Thursday, as its shares gained 10% for a second consecutive day in Riyadh. Sustaining production cutsSaudi Arabia, OPEC's biggest producer by far, has been doing much of the heavy lifting to curtail supply since the group began limiting production in 2017. But prices have languished around $60 a barrel, prompting the producer group to act again. Last week, OPEC and its allies agreed to cut oil production by an additional 500,000 barrels per day from January 1, bringing total output reductions to 1.7 million barrels daily. UBS analysts expect the deal to be extended beyond its current expiration date in March. Rolling it over to the rest of 2020 could address the supply surplus, but continued uncertainty over factors including surging US shale production are likely to keep Brent prices below $70 dollars per barrel, UBS said.Production cuts that are too deep or too long risk reigniting non-OPEC investment, especially from the United States, perpetuating market instability, UBS said. US oil production has more than doubled over the past decade, driven by the boom in shale production.The United States was a net oil exporter for the first time in decades in September, the International Energy Agency said. That could become commonplace starting late next year or in early 2021, it added. "
Gold cards for everyone: How a bank for the forgotten made its investors very rich,https://www.cnn.com/2019/11/29/business/capitec-south-africa-bank/index.html,"London (CNN Business)How do you get a stock to increase 144,000% in less than two decades? For one South African bank, the answer is a relentless focus on customers others forgot.Capitec Bank was founded in 2001 by entrepreneurs who loaned money to low-income South Africans ignored by bigger banks. It extended credit to people who didn't have collateral, such as a home, to secure a loan. While critics say Capitec (CKHGY) helped fuel a rise in risky loans, its business has thrived. It took less than two decades for the lender to overtake overly confident rivals and amass more customers than any other bank in South Africa.""It's an amazing story of how some retailers and farmers managed to break into South Africa's banking oligopoly, where very few had succeeded historically,"" said Stuart Theobald, chairman of the financial services research firm Intellidex. Simplifying bankingCapitec's founders cut their teeth selling wine and spirits, working for companies that would later merge to become Distell (DSTZF), Africa's biggest alcoholic drinks maker. Believing the four big South African banks made things unnecessarily complicated and expensive for clients, they decided to found a lender with branches that felt more like grocery stores.""When you're in liquor [sales] you spend time in townships and shebeens [beer taverns], understanding South Africa in totality. That gave us a better understanding of the client,"" Capitec CEO Gerrie Fourie told CNN Business.Capitec started by removing the fiberglass security screens that typically separated bank tellers from customers, allowing for better service. It also cut loads of red tape to make it easier to apply for a loan. While rivals would stop serving customers at 3 p.m. to focus on completing paperwork, Capitec deployed technology that improved efficiency and allowed its branches to stay open into the evening.  ""What the other banks did wrong is they didn't see [Capitec] as a real intrusion on their space,"" said Kokkie Kooyman, a portfolio manager at South African asset manager Denker Capital.Capitec might have started out making small loans to people who didn't have access to other money, but its plan was always to take on market leaders such as FirstRand and Standard Bank (SGBLY), said Kooyman.When the company debuted its bank account product, it took a novel approach. Instead of creating premium accounts for some customers, it gave everyone the same account with the same gold card — a gamble in a country where bank cards are status symbols.Capitec still offers just one account, even as wealthier people flock to the lender to save money on bank charges.The bank said in September that it now has 12.6 million customers — about 30% of the population older than 15 — and that it's been adding 200,000 new clients per month. Some 5.6 million of its customers have checking accounts, as opposed to savings or credit products. An obsession with customer service means that new branch workers spend 10 days training at headquarters, which culminates in a graduation ceremony and gala dinner. Fourie personally welcomes each employee to the bank. The relaxed culture is also evident in the design of Capitec's headquarters, which eschews the statement conference rooms or art collections common at rival banks.A ruthless focus on keeping costs low has paid off. Capitec has delivered much faster profit growth than its competitors, with earnings increasing by double-digit percentages for each of the past 15 years.A conservative approach to provisioning for bad debts helped Capitec weather a crisis among small banks around the time of its launch, as well as the 2014 collapse of its largest rival, African Bank. (That bank has since relaunched under new ownership.) Capitec remains obsessed with risk, analyzing its credit performances ""in the smallest detail"" and tweaking its credit policies monthly, said Fourie.Investors win bigFor Capitec's shareholders, the payoff has been huge. When the bank went public in February 2002, its shares were worth little more than 1 rand (7 US cents). The stock is now trading at 1,440 rand ($98), an increase of more than 144,000%. The Johannesburg Stock Exchange All Share Index is up 424% over the same period.Capitec is ""the perfect business school case study on how to grow a bank,"" said Theobald, referring to its shift from an operation dependent on shareholder funds and the money it makes off loans to one that now derives 80% of funding from customer deposits and nearly half its income from transaction fees. The profile of its loans has also changed to cater to its increasingly middle class customer base: the bank now grants unsecured loans of up to 250,000 rand ($16,900) with payback periods of up to seven years.South Africa's debt problemFew would dispute that Capitec has made financial services more accessible. But critics argue the bank bears some responsibility for an explosion in risky lending that has left some customers drowning in debt.Capitec built its business on unsecured lending — or loans that do not use property or other assets as collateral and typically come with higher interest rates. Forty percent of the 7.8 million South Africans with an unsecured loan are in default, according to asset manager Differential Capital. Those in default spend a third of their income on average to service the loans.While Capitec ""pushed the envelope"" in terms of offering larger loans, all the big banks ""contributed enthusiastically"" to South Africa's unsecured lending boom, said Gabriel Davel, CEO of the Centre for Credit Market Development and the previous head of South Africa's National Credit Regulator.Capitec is now South Africa's second biggest unsecured lender after Standard Bank (SGBLY).Capitec's new competitorsAs it moves away from unsecured lending towards traditional banking, Capitec hopes to steal an increasing share of the market from wary rivals in new areas such as small business lending.But it is no longer the new kid on the block and will also have to fend off competition from several tech banking startups, which, thanks to Capitec, now know what is possible."
How cities are using technology to solve their trash problems,https://www.cnn.com/2019/11/27/business/technology-and-trash-intl/index.html,"As urban populations continue to grow, some cities are struggling to cope. Many are turning to new technologies for cost-effective solutions to clean up waste.The global waste management market is booming as a result, expected to reach $530 billion by 2025 from $331 billion in 2017, according to a report by Allied Market Research.Cities that address waste problems immediately have the best chance to avoid severe long-term consequences, says Ricardo Cepeda-Márquez, solid waste director for C40 Cities, a global network of cities committed to tackling climate change.Waste that goes uncollected can lead to blocked drains, flooding and the spread of waterborne diseases. Organic matter dumped in landfills — where it lacks the air to decompose quickly — generates methane gas, accelerating climate change.Generating energy from wasteCopenhagen, Denmark, recently opened its innovative waste-to-energy power plant, known as Copenhill or Amager Bakke, which is topped with an artificial ski slope. The plant, which burns waste instead of fossil fuels, is capable of converting 450,000 tons of trash into energy annually, delivering electricity to 30,000 households and heating to 72,000. Though it still produces CO2 emissions from burning, the city plans to install a system to capture the carbon released by the incineration process, and then store the carbon or find a commercial use for it. By tapping an otherwise unused resource, it will also help the city move away from its dependence on fossil fuels. ""Instead of placing waste outside in a big landfill, we use the waste to produce energy for heating and electricity in the most efficient way currently available,"" the Lord Mayor of Copenhagen Frank Jensen told CNN Business in an email. ""Efficient waste incineration supplies district heating for 99% of the buildings in Copenhagen, so we will eliminate the pollution from coal, oil and petroleum,"" he adds, helping the capital meet its goal to become the world's first carbon-neutral city by 2025. Cities such as Addis Ababa in Ethiopia, Shenzhen in China, and Hanoi in Vietnam are experimenting with similar waste-to-energy plants.But Cepeda-Márquez warns that this technology has its limits. A city needs solid infrastructure and a strong waste collection system already in place before it can reap the benefits of one of these plants.  ""Many global south cities, with badly managed waste management systems, expect that with the ideal incinerator or waste-to-energy facility all of their problems will go away,"" he says. ""But if you have a broken system, there is no technology that is going to fix it."" Smarter systems Other cities are starting on a street level, using artificial intelligence and automation to sort recyclables, or sensors to reduce the amount thrown away. For instance, Singapore and Seoul, South Korea, have installed smart, solar-powered trash cans on their streets. Each is equipped with a compactor, enabling it to hold more trash. Once the bin is full, its sensors alert the waste collectors. By 2050, 68% of the world's population will live in urban areas, according to the UN, putting a strain on existing city infrastructure. Typically, cities send out different trucks to collect different types of waste - one truck collecting plastic for recycling, another collecting food waste, for example. But that requires a lot of trucks, which means added costs and more traffic.""In many cities in Europe, the streets are very narrow, and there isn't a lot of open space for multiple waste collection trucks to be doing the rounds,"" says Cepeda-Márquez.Norway's capital Oslo has designed a clever model to avoid this. Since 2012, city residents have been required to use different colored bags for different types of waste, and instead of collecting them separately, trucks gather all the bags at once and take them to an optical sorting plant. The green bags containing food waste and blue bags with plastic waste are separated from other residual waste by sophisticated optical reading technology, which detects the color of the bags with approximately 98% precision. The city claims that increased waste segregation and public awareness campaigns have had a positive effect, reducing the amount thrown away by each household and increasing the amount that is reused and recycled. In 2018, 37% of household waste was recycled, up from 10% in 2004. "
"Virgin Galactic's stock could soar 726%, Morgan Stanley says",https://www.cnn.com/2019/12/09/business/virgin-galactic-stock/index.html,"New York (CNN Business)Virgin Galactic's stock is soaring after an analyst said its space planes could one day disrupt the air travel industry, potentially raking in nearly a trillion dollars a year in sales.The spaceflight's company stock surged 12% Monday after Morgan Stanley released a report predicting Virgin Galactic's (SPCE) shares could rise as high as $60 over the coming years if the company successfully executes its business goals. The stock was sitting just below $8 before the report was released.Galactic wants to transition from a space tourism company (it has still yet to fly any civilians into space, but it plans to soon) into a travel company. It intends to accomplish that by building space planes that send passengers on ultra-fast flights around the world. ""A viable space tourism business is what you pay for today,"" Morgan Stanley analyst Adam Jonas wrote in a note to investors. ""But a chance to disrupt the multi-trillion-dollar airline [total addressable market] is what is really likely to drive the upside.""Galactic's stock had persistently fallen since it began trading on the New York Stock Exchange on October 28. Morgan Stanley set a near-term price target of $22 a share, which represents a 167% increase from Galactic's current level of $8.24. The firm believes the majority of Galactic's upside will come from its hypersonic point-to-point air travel rather than its space tourism business. ""The shares feature biotech-type risk/reward where today's space tourism business serves as a funding strategy and innovation catalyst to incubate enabling tech for the hypersonic point-to-point air travel opportunity,"" Jonas said.Morgan Stanley isn't alone in its bullish outlook for Galactic. Sam Korus, an industrial innovation analyst at ARK Invest, said last month he was excited about Galactic's potential line of business. His research indicates as many as 2.7 million people might be willing to pay up to $100,000 for a long-distance hypersonic flight that shaves hours off the normal travel time.The company has long talked about conducting long-distance flights, and Boeing (BA) in October invested $20 million in the company in a deal focused largely on aiding development of hypersonic transit.Galactic, which is the world's first publicly traded space-tourism company, reported in its inaugural earnings last month that it lost $138 million in the first nine months of 2019. By far its largest expense — nearly $100 million — went to research and development."
Starbucks is adding a new holiday-themed iced drink to its menu,https://www.cnn.com/2019/12/03/business/starbucks-new-holiday-iced-drink/index.html,"New York (CNN Business)Starbucks is adding a new iced drink to its holiday menu as sales continue to grow for chilly concoctions — even in winter.The new drink is Irish Cream Cold Brew, which is the chain's cold brew coffee mixed with Irish Cream syrup and topped with vanilla sweet cream cold foam and cocoa powder. It goes on sale Tuesday across Starbucks' US stores and will be available for a limited time. The price for a grande will range from $4.45 to $4.75, depending on the Starbucks' location.Customers can customize the cold foam with alternative milks, including almond, coconut or soy. The Irish Cream syrup is also available as a topping in any of its other beverages for an additional charge.Irish Cream Cold Brew is Starbucks' second holiday-themed iced drink to join its menu in the past three years. In 2016, it offered a limited-time drink called the Spiced Sweet Cream Cold Brew. But the addition of this year's beverage comes after Starbucks added a Pumpkin Cream Cold Brew drink for the first time, which the company said sold well. Cold drinks are growing in popularity for Starbucks. They made up more than half of the company's sales last year — a 13% increase from 2013, it said. Starbucks (SBUX) credited cold drinks, like cold brew coffees, for bolstering its bottom line and helping to kickstart sales in the afternoon, which previously has been a sore spot for the company. Starbucks is also having success attracting young people with its cold coffee drinks because customers view cold coffee as an alternative to soda and energy drinks, according to a recent report from Guggenheim Partners. And Starbucks customers are more loyal to cold brews and iced coffees. ""These categories are more habitual and create more brand affinity,"" Roz Brewer, chief operating officer for Starbucks, said in 2018 when it announced the expansion of its the nitrogen-infused cold brew coffee across the United States. In its most recent earnings report, Starbucks' US comparable sales growth jumped 6%, with 5% of that from beverages. A company spokesperson told CNN Business that the growth was led by its cold beverages, including the newly introduced Pumpkin Cream Cold Brew. The drink, which costs more than a typical iced coffee, also helped Starbucks grow its average receipt price to 3% for the quarter.Starbucks' Irish Cream Cold Brew drink joins the chain's usual array of hot drinks that can also be made cold, including peppermint mocha and eggnog latte.Rival Dunkin' (DNKN) also has its own menu of iced holiday drinks. In November, the chain began selling two seasonal flavor swirls (gingerbread s'mores and winter white chocolate) that can be added to its iced drinks. McDonald's  (MCD)also added a cinnamon cookie latte that can be made hot or iced. That was the chain's first seasonal drink since 2014, when it started selling the white chocolate mocha latte."
Edible Arrangements is selling CBD-infused edibles,https://www.cnn.com/2019/11/21/business/edible-arrangements-cbd/index.html,"New York (CNN Business)Edible Arrangements has finally reached nirvana. The company is rolling out a new CBD-infused product line that is appropriately titled Incredible Edibles.Hemp-derived CBD is non-psychoactive, a notion that Edible is emphasizing by describing the new line of products as ""Health, Not High."" In a release, the company said that it's using ""high-quality, traceable CBD"" for a new array of items including smoothies, chocolate-dipped fruit and baked goods. CBD has become a mainstream phenomenon since the passage of the US Farm Bill last year. which legalized hemp with some conditions. People praise hemp's health benefits, which include helping insomnia or helping inflammation, but there's little clinical research that proves CBD's effectiveness. The Food & Drug Administration still hasn't decided how to regulate CBD products.But that hasn't stopped people from buying it. Sales are expected to top $5 billion this year, a 700% increase from 2018 according to research released earlier this year. Incredible Edibles claims that CBD sales are projected to surpass $20 billion by 2024.The company is transparent in the hemp's sourcing on its website. Edible said its CBD is ""sourced strictly from trusted, federally compliant, and experienced farms practicing advanced and organic agricultural techniques"" and that its CBD goes though ""rigorous testing and verification process"" so there's no ""trace of contaminants, pesticides, or additives.""The CBD-infused products are already on sale in Edible's Dallas stores. The company plans to expand sales to 200 stores nationally by the end of the year. Edible Arrangements is the latest brand to jump on the trend. CBD is found in grocery stores, fancy restaurants and even in a special Carl's Jr. burger."
America's milk industry is struggling. Don't blame oat milk,https://www.cnn.com/2019/11/21/business/milk-industry-dean-foods/index.html,"New York  (CNN Business)Milk is falling out of fashion. In 2010, 55 billion pounds of milk were sold in the United States. By 2018, that figure dropped to 47.7 billion, a decline of about 13%. Last week, that shift finally overwhelmed Dean Foods, the country's biggest dairy processor. In a statement announcing the company's bankruptcy filing, CEO Eric Beringause pointed to ""continuing declines in consumer milk consumption."" Meanwhile, a new, competing sector is on the rise: plant-based milks, where US sales have grown 14% in the past two years, according to a July report from the Plant Based Foods Association, a trade group, and the Good Food Institute, a nonprofit that supports plant-based businesses. From April 2018 to April of 2019, sales of oat milk jumped 222%, according to GFI. The beverage is certainly buzzy: High-end coffee shops now sell pricey almond-, oat- and coconut-milk lattes. In 2018, Gothamist ran a story titled ""Don't Panic: Reports of 'Oat Milk Shortage' are greatly exaggerated"" after a New Yorker piece raised the alarm. But the plant-based sector is still small, and can't explain such a big drop in milk sales. Other factors are making an impact. Health-conscious consumers, increasingly seeking low-calorie drinks with a nutritional boost or jolt of caffeine, may be swapping dairy milk out for sports drinks, tea, coffee or bottled water, a growing category. Stagnating breakfast cereal sales are also contributing to the problem. But per-capita consumption of butter and cheese is growing, suggesting that the plant-based trend hasn't affected dairy overall. Evolving tastes are just part of the story. There was ""a perfect storm,"" said Sarah Lloyd, director of special projects for the Wisconsin Farmers Union and a family dairy farmer herself. As milk sales fell, companies like Dean struggled to find retail customers. Dairy farmers got squeezed by changes in the international milk market and domestic oversupply.Dean was victim to these changes — as well as its own miscalculations, such as its failure to innovate with new products. Although the bankruptcy filing was no surprise to those who saw the challenges facing milk, Dean's collapse could be a signal of even tougher times ahead for the industry. ""It's alarming,"" Lloyd said.Marin Bozic, assistant professor in University of Minnesota's applied economics department, said that Dean's bankruptcy is more than just symbolic. ""This is a major inflection point for the dairy sector of the United States,"" he said. The fall of Dean FoodsThe milk industry has been consolidating for years. In 2001, Suiza Foods, then a major milk processor and distributor, merged with Dean Foods and took its name. The combination made the new Dean Foods a $10 billion company with a national footprint. The move followed years of spectacular growth by Suiza, driven by a series of frenzied acquisitions. In a 2001 story about the merger, the Wall Street Journal called Suiza ""the leading consolidator of the fragmented dairy industry,"" noting that the company had made more than 40 acquisitions since it entered the dairy space in the early 1990s.""I've never seen anything like that,"" Brian Gould, emeritus professor of agriculture and applied economics at the University of Wisconsin-Madison told CNN Business. He said Suiza's growth ""wasn't organic,"" adding, ""it was really just from the outside in."" After its merger, Dean went on an another acquisition spree, buying up a broad array of brands including WhiteWave, which made Silk milk alternatives, and others. Then, in 2012, Dean changed course — doubling down on its dairy portfolio, spinning off WhiteWave and all of the plant-based milks under the Silk brand. The idea was to focus on milk to improve its growth. Today, Dean's product line is almost entirely dairy-based. In addition to milk, it sells sour cream, cottage cheese and ice cream. Although rivals developed lactose-free or protein-rich milks, Dean didn't make significant changes. Consolidation on the milk processing side was mirrored in grocery and retail. The food industry saw more than 500 mergers and acquisitions in 2016, the highest rate in 15 years, according to the USDA. For Dean, that meant there were fewer customers for its products, and heavier reliance on each one. The combination, coupled with declining milk sales, put Dean in a tough spot. Then in 2018 Walmart, one of its major clients, opened its own milk processing plant in Fort Wayne, Indiana, delivering a fatal blow. Dean said it missed out on the sale of 55 million gallons of milk in the second half of 2018 because of Walmart's decision. It was forced to terminate contracts with dairy farmers who were facing their own crisis. Milk prices drop Last year, the Dairy Farmers of America — the country's largest dairy cooperative — reported annual net sales of $13.6 billion, a $1.1 billion decrease from 2017. DFA pointed to lower average US milk prices. The dip can be attributed in part to changes the global milk industry. In 2015, the European Union put an end to milk quotas. Around the same time, Chinese demand for milk weakened and Russia banned imports. The changes led to a glut in the global milk supply, driving down prices worldwide and putting pressure on the United States, which had a healthy export market. Farmers are accustomed to the ebb and flow in dairy prices, and while those years of low prices marked a particularly tough cycle, relief started to come in 2018, noted Alan Bjerga, senior vice president of communications at the National Milk Producers Federation, a lobbying group. Then retaliatory tariffs from Mexico and China kicked in, delivering another blow to the industry. In a June statement about trade relations with China, the NMPF said that ""tariffs erected in 2018 have proven to be a catastrophic blow for the US dairy industry.""""It would have been a long low-price cycle in any case, but it would have been on the long side,"" Bjerga told CNN Business. ""The trade war definitely prolonged it. And that definitely was a problem for farmers who really weren't able to hold out anymore."" Oversupply and a new normalAs milk sales falter and dairy farmers exit the industry, something counterintuitive has been happening: Dairy production is growing. Milk production grew 15% from 2009 to 2018, according to the USDA.  That rise in production can be partially explained by a growing overall demand for dairy products. Still, the domestic milk supply is outstripping demand. ""The underlying cause of this long low-price period is overproduction, plain and simple,"" said Lloyd. ""There haven't been ways to discipline the production, so it's just continued up and up and up and up."" Lloyd said that farmers, desperate to make ends meet, are boosting production to generate cash, a situation she describes as ""no breaks agriculture."" For some farmers, the difficulties have just become too much. They shared their distress with Bozic, the University of Minnesota professor. ""The phrase that comes up again and again [is] that this time, it feels different,"" he said, like ""we are entering a new era.""And as the pressure on farmers continue, the stakes are high. We ""are fighting for our lives,"" Lloyd said."
